rank,final_worth_usd,person_name,age,country,country_of_citizenship,city,industries,wealth_source,gender,life_expectancy_country,gross_tertiary_education_enrollment_country,gross_primary_education_enrollment_country,gdp_country_usd,total_tax_rate_country,population_country,final_worth_usd_formatted
1368,2200000000,Willis Johnson,75.0,United States,United States,Franklin,Automotive,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Lai Shixian,48.0,China,China,Quanzhou,Fashion & Retail,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Chris Larsen,62.0,United States,United States,San Francisco,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Solomon Lew,78.0,Australia,Australia,Melbourne,Fashion & Retail,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.2B
1368,2200000000,Liang Xinjun,54.0,Singapore,Singapore,Singapore,Diversified,Self-Made,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,2.2B
1368,2200000000,Harald Link,68.0,Thailand,Thailand,Bangkok,Diversified,Inherited/Unearned,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,2.2B
1368,2200000000,Max Lytvyn,43.0,United States,Canada,San Francisco,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Igor Makarov,60.0,United States,Cyprus,Miami,Energy,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Howard Marks,76.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Charles Munger,99.0,United States,United States,Los Angeles,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Adam Neumann,44.0,United States,Israel,Miami,Real Estate,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Thi Phuong Thao Nguyen,52.0,Vietnam,Vietnam,Ho Chi Minh City,Diversified,Self-Made,F,75.3,28.5,110.6,261921244843.0,37.6,96462106.0,2.2B
1368,2200000000,Ni Yongpei & family,71.0,China,China,Liuan,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Heloise Pratt,60.0,Australia,Australia,Melbourne,Manufacturing,Inherited/Unearned,F,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.2B
1368,2200000000,Qi Xiangdong,52.0,China,China,Beijing,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Phillip T. (Terry) Ragon,73.0,United States,United States,Boston,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Prathap Reddy,91.0,India,India,Chennai,Healthcare,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.2B
1368,2200000000,Jerry Reinsdorf,87.0,United States,United States,Chicago,Sports,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Chad Richison,52.0,United States,United States,Edmond,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,"Karl Scheufele, III. & family",84.0,Switzerland,Switzerland,Geneva,Fashion & Retail,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,2.2B
1368,2200000000,Alice Schwartz,96.0,United States,United States,El Cerrito,Healthcare,Self-Made,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Kavitark Ram Shriram,66.0,United States,United States,Menlo Park,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Jeffrey Soffer,55.0,United States,United States,Aventura,Real Estate,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,William Stone,67.0,United States,United States,East Lyme,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Henry Swieca,65.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Harley Sy,63.0,Philippines,Philippines,Manila,Diversified,Inherited/Unearned,M,71.1,35.5,107.5,376795508680.0,43.1,108116615.0,2.2B
1368,2200000000,Teresita Sy-Coson,72.0,Philippines,Philippines,Manila,Diversified,Inherited/Unearned,F,71.1,35.5,107.5,376795508680.0,43.1,108116615.0,2.2B
1368,2200000000,Katsumi Tada,77.0,Japan,Japan,Tokyo,Real Estate,Self-Made,M,84.2,63.2,98.8,5081769542380.0,46.7,126226568.0,2.2B
1368,2200000000,Tang Jinkui & family,67.0,China,China,Suzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Tang Xiao'ou,55.0,China,Hong Kong,Shanghai,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Lottie Tham & family,73.0,Sweden,Sweden,Stockholm,Fashion & Retail,Inherited/Unearned,F,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,2.2B
1368,2200000000,Shamsheer Vayalil,46.0,United Arab Emirates,India,Abu Dhabi,Healthcare,Inherited/Unearned,M,77.8,36.8,108.4,421142267938.0,15.9,9770529.0,2.2B
1368,2200000000,Radha Vembu,50.0,India,India,Chennai,Technology,Inherited/Unearned,F,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.2B
1368,2200000000,Wang Wenmo,66.0,China,China,Quanzhou,Fashion & Retail,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Wang Zhenghua,78.0,China,China,Shanghai,Service,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Kai Wu,55.0,China,China,Ningde,Energy,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Xu Yingzhuo,55.0,China,China,Guangzhou,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Huijiao Yu,57.0,China,China,Shanghai,Logistics,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1368,2200000000,Oren Zeev,58.0,United States,Israel,Los Altos,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.2B
1368,2200000000,Clayton Zekelman,54.0,Canada,Canada,Windsor,Manufacturing,Inherited/Unearned,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,2.2B
1368,2200000000,Zhao Fenggang,57.0,China,China,Ningde,Energy,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.2B
1434,2100000000,Alex Beard,55.0,United Kingdom,United Kingdom,London,Metals & Mining,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.1B
1434,2100000000,Travis Boersma,52.0,United States,United States,Grants Pass,Food & Beverage,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,William Boyd & family,91.0,United States,United States,Las Vegas,Gambling & Casinos,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Anand Burman,70.0,India,India,Delhi,Food & Beverage,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Cao Ji,71.0,China,China,Hangzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Chi Yufeng,52.0,China,China,Beijing,Technology,Inherited/Unearned,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Beda Diethelm,82.0,Switzerland,Switzerland,Zurich,Healthcare,Self-Made,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,2.1B
1434,2100000000,Domenico Dolce,64.0,Italy,Italy,Milan,Fashion & Retail,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,2.1B
1434,2100000000,Ralph Dommermuth,59.0,Germany,Germany,Montabaur,Technology,Self-Made,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,2.1B
1434,2100000000,Georgi Domuschiev,50.0,United Kingdom,Bulgaria,London,Diversified,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.1B
1434,2100000000,Kiril Domuschiev,53.0,United Kingdom,Bulgaria,London,Diversified,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.1B
1434,2100000000,Bob Ell,78.0,Australia,Australia,Surfers Paradise,Real Estate,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.1B
1434,2100000000,Paul Foster,65.0,United States,United States,El Paso,Energy,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Stefano Gabbana,60.0,Italy,Italy,Milan,Fashion & Retail,Self-Made,M,82.9,61.9,101.9,2001244392042.0,59.1,60297396.0,2.1B
1434,2100000000,Xingjiang Gao,59.0,China,China,Huzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Gordon Getty,89.0,United States,United States,San Francisco,Energy,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Kamal Ghaffarian,64.0,United States,United States,Naples,Energy,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Dennis Gillings,78.0,United States,United Kingdom,Durham,Healthcare,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Harsh Goenka,65.0,India,India,Mumbai,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Sanjiv Goenka,62.0,India,India,Kolkata,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Jane Goldman,67.0,United States,United States,New York,Real Estate,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Stein Erik Hagen,66.0,Norway,Norway,Oslo,Fashion & Retail,Self-Made,M,82.8,82.0,100.3,403336363636.0,36.2,5347896.0,2.1B
1434,2100000000,Bahaa Hariri,56.0,Switzerland,Lebanon,Geneva,Real Estate,Inherited/Unearned,M,83.6,59.6,105.2,703082435360.0,28.8,8574832.0,2.1B
1434,2100000000,Hortensia Herrero,72.0,Spain,Spain,Valencia,Fashion & Retail,Inherited/Unearned,F,83.3,88.9,102.7,1394116310769.0,47.0,47076781.0,2.1B
1434,2100000000,Huang Min,49.0,China,China,Suzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Jared Isaacman,40.0,United States,United States,Easton,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Eugene Kaspersky,57.0,Russia,Russia,Moscow,Technology,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,2.1B
1434,2100000000,Artem Khachatryan,48.0,Cyprus,Russia,Limassol,Fashion & Retail,Self-Made,M,80.8,75.9,99.3,24564647935.0,22.4,1198575.0,2.1B
1434,2100000000,Andrei Krivenko,47.0,Russia,Russia,Moscow,Food & Beverage,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,2.1B
1434,2100000000,Marc Lasry,62.0,United States,United States,New York,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Christian Latouche & family,82.0,France,France,Lyon,Finance & Investments,Self-Made,M,82.5,65.6,102.5,2715518274227.0,60.7,67059887.0,2.1B
1434,2100000000,Theodore Leonsis,67.0,United States,United States,Bethesda,Sports,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Liu Chengyu & family,60.0,China,China,Shenzhen,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Sergey Lomakin,49.0,Cyprus,Russia,Paphos,Fashion & Retail,Self-Made,M,80.8,75.9,99.3,24564647935.0,22.4,1198575.0,2.1B
1434,2100000000,Daniel Lubetzky,54.0,United States,United States,New York,Food & Beverage,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Anand Mahindra,67.0,India,India,Mumbai,Diversified,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Rafique Malik,72.0,India,India,Mumbai,Fashion & Retail,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Katarina Martinson,41.0,Sweden,Sweden,Stockholm,Diversified,Inherited/Unearned,F,82.5,67.0,126.6,530832908738.0,49.1,10285453.0,2.1B
1434,2100000000,Kiran Mazumdar-Shaw,70.0,India,India,Bangalore,Healthcare,Self-Made,F,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Nirmal Minda,65.0,India,India,Gurgaon,Automotive,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Mu Rongjun,43.0,China,China,Beijing,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Alexander Nesis,60.0,Russia,Russia,Moscow,Finance & Investments,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,2.1B
1434,2100000000,Zugen Ni,66.0,China,China,Suzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Florentino Perez,76.0,Spain,Spain,Madrid,Construction & Engineering,Self-Made,M,83.3,88.9,102.7,1394116310769.0,47.0,47076781.0,2.1B
1434,2100000000,Victor Pinchuk,62.0,Ukraine,Ukraine,Kiev,Metals & Mining,Self-Made,M,71.6,82.7,99.0,153781069118.0,45.2,44385155.0,2.1B
1434,2100000000,Raveendran Byju,41.0,India,India,Bangalore,Technology,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,P.P. Reddy,65.0,India,India,Hyderabad,Construction & Engineering,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Richard Saghian,41.0,United States,United States,Los Angeles,Fashion & Retail,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Shi Yifeng,49.0,China,China,Beijing,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Thaksin Shinawatra,73.0,United Arab Emirates,Thailand,Dubai,Finance & Investments,Self-Made,M,77.8,36.8,108.4,421142267938.0,15.9,9770529.0,2.1B
1434,2100000000,Shu Ping,53.0,Singapore,Singapore,Singapore,Food & Beverage,Self-Made,F,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,2.1B
1434,2100000000,Timothy Springer,75.0,United States,United States,Chestnut Hill,Healthcare,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Venu Srinivasan,70.0,India,India,Chennai,Automotive,Inherited/Unearned,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.1B
1434,2100000000,Edward Stack,68.0,United States,United States,Sewickley,Fashion & Retail,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Sun Mengquan & family,73.0,China,China,Yantai,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Alexander Svetakov,55.0,Russia,Russia,Moscow,Finance & Investments,Self-Made,M,72.7,81.9,102.6,1699876578871.0,46.2,144373535.0,2.1B
1434,2100000000,Torsten Toeller,56.0,Germany,Germany,Krefeld,Fashion & Retail,Self-Made,M,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,2.1B
1434,2100000000,Barbara Tyson,74.0,United States,United States,Fayetteville,Food & Beverage,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Hamdi Ulukaya,50.0,United States,Turkey,Norwich,Food & Beverage,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Wang Linpeng,54.0,China,China,Beijing,Construction & Engineering,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Wei Ing-Chou,69.0,China,Taiwan,Tianjin,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Wei Yin-Heng,64.0,China,Taiwan,Shanghai,Food & Beverage,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Elaine Wynn,80.0,United States,United States,Las Vegas,Gambling & Casinos,Self-Made,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.1B
1434,2100000000,Xu Xudong & family,53.0,China,China,Ningbo,Automotive,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Yu Qibing & family,57.0,China,China,Ningbo,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Yuan Fugen & family,72.0,China,China,Suzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Zhang Ning & family,49.0,China,Canada,Shanghai,Manufacturing,Self-Made,F,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1434,2100000000,Zhao Tao,57.0,China,Singapore,Xi'an,Healthcare,Inherited/Unearned,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.1B
1516,2000000000,Anu Aga,80.0,India,India,Pune,Construction & Engineering,Inherited/Unearned,F,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.0B
1516,2000000000,Mohamed Al Fayed,94.0,United Kingdom,Egypt,London,Fashion & Retail,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.0B
1516,2000000000,Andrey Andreev,49.0,United Kingdom,United Kingdom,London,Technology,Self-Made,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.0B
1516,2000000000,Pavel Baudis,62.0,Czech Republic,Czech Republic,Prague,Technology,Self-Made,M,79.0,64.1,100.7,246489245495.0,46.1,10669709.0,2.0B
1516,2000000000,Cao Jianwei,44.0,China,China,Shangyu,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Huwen Chen,52.0,China,China,Shanghai,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Phongthep Chiaravanont,71.0,Thailand,Thailand,Bangkok,Diversified,Inherited/Unearned,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,2.0B
1516,2000000000,Dou Zhenggang,69.0,China,China,Hangzhou,Diversified,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,William Franke,85.0,United States,United States,Houston,Diversified,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Amy Goldman Fowler,68.0,United States,United States,Rhinebeck,Real Estate,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,John Hancock,47.0,United Kingdom,Australia,London,Metals & Mining,Inherited/Unearned,M,81.3,60.0,101.2,2827113184696.0,30.6,66834405.0,2.0B
1516,2000000000,Hu Yangzhong,58.0,China,China,Hangzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Huang Qiaoling,64.0,China,China,Hangzhou,Media & Entertainment,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Rajiv Jain,55.0,United States,United States,Fort Lauderdale,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Michael Jordan,60.0,United States,United States,Jupiter,Sports,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Diane Kemper,77.0,United States,United States,New York,Real Estate,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Shlomo Kramer,57.0,Israel,Israel,Tel Aviv,Technology,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,2.0B
1516,2000000000,Heikki Kyostila,77.0,Finland,Finland,Helsinki,Healthcare,Self-Made,M,81.7,88.2,100.2,268761201365.0,36.6,5520314.0,2.0B
1516,2000000000,Li Min,57.0,China,China,Fuzhou,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Liang Rubo,40.0,China,China,Beijing,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Liang Zhaoxian,58.0,China,China,Foshan,Manufacturing,Inherited/Unearned,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Lin Fanlian,61.0,China,China,Linyi,Energy,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Aloke Lohia,64.0,Thailand,India,Bangkok,Manufacturing,Inherited/Unearned,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,2.0B
1516,2000000000,Bill Malhotra,73.0,Canada,Canada,Ottawa,Real Estate,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,2.0B
1516,2000000000,Alexander Mamut,63.0,Israel,Russia,Tel Aviv,Finance & Investments,Self-Made,M,82.8,63.4,104.9,395098666122.0,25.3,9053300.0,2.0B
1516,2000000000,Craig McCaw,73.0,United States,United States,Hunts Point,Telecom,Inherited/Unearned,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Cunhui Nan,59.0,China,China,Wenzhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Tengyun Nie & family,47.0,China,China,Shanghai,Service,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Oei Hong Leong,75.0,Singapore,Singapore,Singapore,Finance & Investments,Inherited/Unearned,M,83.1,84.8,100.6,372062527489.0,21.0,5703569.0,2.0B
1516,2000000000,Clive Palmer,69.0,Australia,Australia,Brisbane,Metals & Mining,Self-Made,M,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.0B
1516,2000000000,Matthew Prince,48.0,United States,United States,Park City,Technology,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Linda Pritzker,69.0,United States,United States,Missoula,Service,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,P.V. Krishna Reddy,53.0,India,India,Hyderabad,Construction & Engineering,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.0B
1516,2000000000,Bianca Rinehart,46.0,Australia,Australia,Brisbane,Metals & Mining,Inherited/Unearned,F,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.0B
1516,2000000000,Ginia Rinehart,36.0,Australia,Australia,Sydney,Metals & Mining,Inherited/Unearned,F,82.7,113.1,100.3,1392680589329.0,47.4,25766605.0,2.0B
1516,2000000000,T. Denny Sanford,87.0,United States,United States,Sioux Falls,Finance & Investments,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Bhadresh Shah,71.0,India,India,Ahmedabad,Manufacturing,Self-Made,M,69.4,28.1,113.0,2611000000000.0,49.7,1366417754.0,2.0B
1516,2000000000,Zygmunt Solorz-Zak,66.0,Poland,Poland,Warsaw,Media & Entertainment,Self-Made,M,77.6,67.8,100.0,592164400688.0,40.8,37970874.0,2.0B
1516,2000000000,Sylvia Stroeher,67.0,Germany,Germany,Darmstadt,Fashion & Retail,Inherited/Unearned,F,80.9,70.2,104.0,3845630030824.0,48.8,83132799.0,2.0B
1516,2000000000,Otto Toto Sugiri,69.0,Indonesia,Indonesia,Jakarta,Technology,Self-Made,M,71.5,36.3,106.4,1119190780753.0,30.1,270203917.0,2.0B
1516,2000000000,Larry Tanenbaum,77.0,Canada,Canada,Toronto,Sports,Self-Made,M,81.9,68.9,100.9,1736425629520.0,24.5,36991981.0,2.0B
1516,2000000000,Wichai Thongtang,76.0,Thailand,Thailand,Bangkok,Finance & Investments,Self-Made,M,76.9,49.3,99.8,543649976166.0,29.5,69625582.0,2.0B
1516,2000000000,Ion Tiriac,83.0,Romania,Romania,Bucharest,Finance & Investments,Self-Made,M,75.4,49.4,85.2,250077444017.0,20.0,19356544.0,2.0B
1516,2000000000,Hope Welker,37.0,United States,Australia,New York,Metals & Mining,Inherited/Unearned,F,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,William Young,82.0,United States,United States,Ypsilanti,Manufacturing,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,2.0B
1516,2000000000,Zhang Fan,57.0,China,China,Shenzhen,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Shilong Zhang & family,57.0,China,China,Beijing,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Zhang Wanzhen,73.0,China,China,Chaozhou,Manufacturing,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Hongfei Zhao,48.0,China,China,Beijing,Technology,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Zhou Jian,46.0,China,China,Shenzhen,Energy,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1516,2000000000,Zhu Yiwen & family,59.0,China,China,Shanghai,Healthcare,Self-Made,M,77.0,50.6,100.2,19910000000000.0,59.2,1397715000.0,2.0B
1575,1900000000,Roberto Angelini Rossi,74.0,Chile,Chile,Santiago,Diversified,Inherited/Unearned,M,80.0,88.5,101.4,282318159745.0,34.0,18952038.0,1.9B
1575,1900000000,Mika Anttonen,56.0,Finland,Finland,Helsinki,Energy,Self-Made,M,81.7,88.2,100.2,268761201365.0,36.6,5520314.0,1.9B
1575,1900000000,David Blitzer,53.0,United States,United States,New York,Sports,Self-Made,M,78.5,88.2,101.8,21427700000000.0,36.6,328239523.0,1.9B
1575,1900000000,Julio Bozano,87.0,Brazil,Brazil,Rio de Janeiro,Finance & Investments,Self-Made,M,75.7,51.3,115.4,1839758040766.0,65.1,212559417.0,1.9B
