rank,finalWorth,personName,age,country,city,industries,selfMade,status,gender,life_expectancy_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,gdp_country,total_tax_rate_country,population_country
1368,2200,Shamsheer Vayalil,46.0,United Arab Emirates,Abu Dhabi,Healthcare,False,R,M,77.8,36.8,108.4,"$421,142,267,938 ",15.9,9770529.0
1368,2200,Radha Vembu,50.0,India,Chennai,Technology,False,U,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1368,2200,Wang Wenmo,66.0,China,Quanzhou,Fashion & Retail,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1368,2200,Wang Zhenghua,78.0,China,Shanghai,Service,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1368,2200,Kai Wu,55.0,China,Ningde,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1368,2200,Xu Yingzhuo,55.0,China,Guangzhou,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1368,2200,Huijiao Yu,57.0,China,Shanghai,Logistics,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1368,2200,Oren Zeev,58.0,United States,Los Altos,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1368,2200,Clayton Zekelman,54.0,Canada,Windsor,Manufacturing,False,U,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
1368,2200,Zhao Fenggang,57.0,China,Ningde,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Alex Beard,55.0,United Kingdom,London,Metals & Mining,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1434,2100,Travis Boersma,52.0,United States,Grants Pass,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,William Boyd & family,91.0,United States,Las Vegas,Gambling & Casinos,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Anand Burman,70.0,India,Delhi,Food & Beverage,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Cao Ji,71.0,China,Hangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Chi Yufeng,52.0,China,Beijing,Technology,False,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Beda Diethelm,82.0,Switzerland,Zurich,Healthcare,True,D,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
1434,2100,Domenico Dolce,64.0,Italy,Milan,Fashion & Retail,True,U,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
1434,2100,Ralph Dommermuth,59.0,Germany,Montabaur,Technology,True,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
1434,2100,Georgi Domuschiev,50.0,United Kingdom,London,Diversified,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1434,2100,Kiril Domuschiev,53.0,United Kingdom,London,Diversified,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1434,2100,Bob Ell,78.0,Australia,Surfers Paradise,Real Estate,True,E,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
1434,2100,Paul Foster,65.0,United States,El Paso,Energy,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Stefano Gabbana,60.0,Italy,Milan,Fashion & Retail,True,U,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
1434,2100,Xingjiang Gao,59.0,China,Huzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Gordon Getty,89.0,United States,San Francisco,Energy,False,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Kamal Ghaffarian,64.0,United States,Naples,Energy,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Dennis Gillings,78.0,United States,Durham,Healthcare,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Harsh Goenka,65.0,India,Mumbai,Diversified,False,E,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Sanjiv Goenka,62.0,India,Kolkata,Diversified,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Jane Goldman,67.0,United States,New York,Real Estate,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Stein Erik Hagen,66.0,Norway,Oslo,Fashion & Retail,True,D,M,82.8,82.0,100.3,"$403,336,363,636 ",36.2,5347896.0
1434,2100,Bahaa Hariri,56.0,Switzerland,Geneva,Real Estate,False,E,M,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
1434,2100,Hortensia Herrero,72.0,Spain,Valencia,Fashion & Retail,False,D,F,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
1434,2100,Huang Min,49.0,China,Suzhou,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Jared Isaacman,40.0,United States,Easton,Technology,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Eugene Kaspersky,57.0,Russia,Moscow,Technology,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
1434,2100,Artem Khachatryan,48.0,Cyprus,Limassol,Fashion & Retail,True,R,M,80.8,75.9,99.3,"$24,564,647,935 ",22.4,1198575.0
1434,2100,Andrei Krivenko,47.0,Russia,Moscow,Food & Beverage,True,N,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
1434,2100,Marc Lasry,62.0,United States,New York,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Christian Latouche & family,82.0,France,Lyon,Finance & Investments,True,D,M,82.5,65.6,102.5,"$2,715,518,274,227 ",60.7,67059887.0
1434,2100,Theodore Leonsis,67.0,United States,Bethesda,Sports,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Liu Chengyu & family,60.0,China,Shenzhen,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Sergey Lomakin,49.0,Cyprus,Paphos,Fashion & Retail,True,R,M,80.8,75.9,99.3,"$24,564,647,935 ",22.4,1198575.0
1434,2100,Daniel Lubetzky,54.0,United States,New York,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Anand Mahindra,67.0,India,Mumbai,Diversified,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Rafique Malik,72.0,India,Mumbai,Fashion & Retail,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Katarina Martinson,41.0,Sweden,Stockholm,Diversified,False,U,F,82.5,67.0,126.6,"$530,832,908,738 ",49.1,10285453.0
1434,2100,Kiran Mazumdar-Shaw,70.0,India,Bangalore,Healthcare,True,D,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Nirmal Minda,65.0,India,Gurgaon,Automotive,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Mu Rongjun,43.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Alexander Nesis,60.0,Russia,Moscow,Finance & Investments,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
1434,2100,Zugen Ni,66.0,China,Suzhou,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Florentino Perez,76.0,Spain,Madrid,Construction & Engineering,True,U,M,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
1434,2100,Victor Pinchuk,62.0,Ukraine,Kiev,Metals & Mining,True,U,M,71.6,82.7,99.0,"$153,781,069,118 ",45.2,44385155.0
1434,2100,Raveendran Byju,41.0,India,Bangalore,Technology,True,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,P.P. Reddy,65.0,India,Hyderabad,Construction & Engineering,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Richard Saghian,41.0,United States,Los Angeles,Fashion & Retail,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Shi Yifeng,49.0,China,Beijing,Healthcare,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Thaksin Shinawatra,73.0,United Arab Emirates,Dubai,Finance & Investments,True,U,M,77.8,36.8,108.4,"$421,142,267,938 ",15.9,9770529.0
1434,2100,Shu Ping,53.0,Singapore,Singapore,Food & Beverage,True,U,F,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
1434,2100,Timothy Springer,75.0,United States,Chestnut Hill,Healthcare,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Venu Srinivasan,70.0,India,Chennai,Automotive,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1434,2100,Edward Stack,68.0,United States,Sewickley,Fashion & Retail,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Sun Mengquan & family,73.0,China,Yantai,Food & Beverage,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Alexander Svetakov,55.0,Russia,Moscow,Finance & Investments,True,D,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
1434,2100,Torsten Toeller,56.0,Germany,Krefeld,Fashion & Retail,True,D,M,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
1434,2100,Barbara Tyson,74.0,United States,Fayetteville,Food & Beverage,False,N,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Hamdi Ulukaya,50.0,United States,Norwich,Food & Beverage,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Wang Linpeng,54.0,China,Beijing,Construction & Engineering,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Wei Ing-Chou,69.0,China,Tianjin,Food & Beverage,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Wei Yin-Heng,64.0,China,Shanghai,Food & Beverage,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Elaine Wynn,80.0,United States,Las Vegas,Gambling & Casinos,True,U,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1434,2100,Xu Xudong & family,53.0,China,Ningbo,Automotive,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Yu Qibing & family,57.0,China,Ningbo,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Yuan Fugen & family,72.0,China,Suzhou,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Zhang Ning & family,49.0,China,Shanghai,Manufacturing,True,D,F,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1434,2100,Zhao Tao,57.0,China,Xi'an,Healthcare,False,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Anu Aga,80.0,India,Pune,Construction & Engineering,False,U,F,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1516,2000,Mohamed Al Fayed,94.0,United Kingdom,London,Fashion & Retail,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1516,2000,Andrey Andreev,49.0,United Kingdom,London,Technology,True,E,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1516,2000,Pavel Baudis,62.0,Czech Republic,Prague,Technology,True,D,M,79.0,64.1,100.7,"$246,489,245,495 ",46.1,10669709.0
1516,2000,Cao Jianwei,44.0,China,Shangyu,Manufacturing,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Huwen Chen,52.0,China,Shanghai,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Phongthep Chiaravanont,71.0,Thailand,Bangkok,Diversified,False,U,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
1516,2000,Dou Zhenggang,69.0,China,Hangzhou,Diversified,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,William Franke,85.0,United States,Houston,Diversified,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Amy Goldman Fowler,68.0,United States,Rhinebeck,Real Estate,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,John Hancock,47.0,United Kingdom,London,Metals & Mining,False,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1516,2000,Hu Yangzhong,58.0,China,Hangzhou,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Huang Qiaoling,64.0,China,Hangzhou,Media & Entertainment,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Rajiv Jain,55.0,United States,Fort Lauderdale,Finance & Investments,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Michael Jordan,60.0,United States,Jupiter,Sports,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Diane Kemper,77.0,United States,New York,Real Estate,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Shlomo Kramer,57.0,Israel,Tel Aviv,Technology,True,D,M,82.8,63.4,104.9,"$395,098,666,122 ",25.3,9053300.0
1516,2000,Heikki Kyostila,77.0,Finland,Helsinki,Healthcare,True,U,M,81.7,88.2,100.2,"$268,761,201,365 ",36.6,5520314.0
1516,2000,Li Min,57.0,China,Fuzhou,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Liang Rubo,40.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Liang Zhaoxian,58.0,China,Foshan,Manufacturing,False,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Lin Fanlian,61.0,China,Linyi,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Aloke Lohia,64.0,Thailand,Bangkok,Manufacturing,False,D,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
1516,2000,Bill Malhotra,73.0,Canada,Ottawa,Real Estate,True,U,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
1516,2000,Alexander Mamut,63.0,Israel,Tel Aviv,Finance & Investments,True,D,M,82.8,63.4,104.9,"$395,098,666,122 ",25.3,9053300.0
1516,2000,Craig McCaw,73.0,United States,Hunts Point,Telecom,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Cunhui Nan,59.0,China,Wenzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Tengyun Nie & family,47.0,China,Shanghai,Service,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Oei Hong Leong,75.0,Singapore,Singapore,Finance & Investments,False,U,M,83.1,84.8,100.6,"$372,062,527,489 ",21.0,5703569.0
1516,2000,Clive Palmer,69.0,Australia,Brisbane,Metals & Mining,True,D,M,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
1516,2000,Matthew Prince,48.0,United States,Park City,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Linda Pritzker,69.0,United States,Missoula,Service,False,E,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,P.V. Krishna Reddy,53.0,India,Hyderabad,Construction & Engineering,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1516,2000,Bianca Rinehart,46.0,Australia,Brisbane,Metals & Mining,False,D,F,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
1516,2000,Ginia Rinehart,36.0,Australia,Sydney,Metals & Mining,False,D,F,82.7,113.1,100.3,"$1,392,680,589,329 ",47.4,25766605.0
1516,2000,T. Denny Sanford,87.0,United States,Sioux Falls,Finance & Investments,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Bhadresh Shah,71.0,India,Ahmedabad,Manufacturing,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1516,2000,Zygmunt Solorz-Zak,66.0,Poland,Warsaw,Media & Entertainment,True,D,M,77.6,67.8,100.0,"$592,164,400,688 ",40.8,37970874.0
1516,2000,Sylvia Stroeher,67.0,Germany,Darmstadt,Fashion & Retail,False,E,F,80.9,70.2,104.0,"$3,845,630,030,824 ",48.8,83132799.0
1516,2000,Otto Toto Sugiri,69.0,Indonesia,Jakarta,Technology,True,D,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
1516,2000,Larry Tanenbaum,77.0,Canada,Toronto,Sports,True,N,M,81.9,68.9,100.9,"$1,736,425,629,520 ",24.5,36991981.0
1516,2000,Wichai Thongtang,76.0,Thailand,Bangkok,Finance & Investments,True,E,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
1516,2000,Ion Tiriac,83.0,Romania,Bucharest,Finance & Investments,True,U,M,75.4,49.4,85.2,"$250,077,444,017 ",20.0,19356544.0
1516,2000,Hope Welker,37.0,United States,New York,Metals & Mining,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,William Young,82.0,United States,Ypsilanti,Manufacturing,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1516,2000,Zhang Fan,57.0,China,Shenzhen,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Shilong Zhang & family,57.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Zhang Wanzhen,73.0,China,Chaozhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Hongfei Zhao,48.0,China,Beijing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Zhou Jian,46.0,China,Shenzhen,Energy,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1516,2000,Zhu Yiwen & family,59.0,China,Shanghai,Healthcare,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Roberto Angelini Rossi,74.0,Chile,Santiago,Diversified,False,U,M,80.0,88.5,101.4,"$282,318,159,745 ",34.0,18952038.0
1575,1900,Mika Anttonen,56.0,Finland,Helsinki,Energy,True,U,M,81.7,88.2,100.2,"$268,761,201,365 ",36.6,5520314.0
1575,1900,David Blitzer,53.0,United States,New York,Sports,True,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Julio Bozano,87.0,Brazil,Rio de Janeiro,Finance & Investments,True,D,M,75.7,51.3,115.4,"$1,839,758,040,766 ",65.1,212559417.0
1575,1900,Nikolai Buinov,55.0,Russia,Irkutsk,Energy,True,U,M,72.7,81.9,102.6,"$1,699,876,578,871 ",46.2,144373535.0
1575,1900,Nicola Bulgari,82.0,Italy,Rome,Fashion & Retail,False,E,M,82.9,61.9,101.9,"$2,001,244,392,042 ",59.1,60297396.0
1575,1900,"Howard Butt, III. & family",71.0,United States,San Antonio,Fashion & Retail,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Jianxing Che,56.0,China,Shanghai,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Huxiong Chen,52.0,China,Shanghai,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Chen Zhisong,57.0,China,Xiamen,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,False,R,M,76.9,49.3,99.8,"$543,649,976,166 ",29.5,69625582.0
1575,1900,Alexandra Daitch,60.0,United States,Old Lyme,Food & Beverage,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Sol Daurella,57.0,Spain,Madrid,Food & Beverage,False,U,F,83.3,88.9,102.7,"$1,394,116,310,769 ",47.0,47076781.0
1575,1900,Mark Davis,67.0,United States,Henderson,Sports,False,N,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,James Dinan,63.0,United States,North Salem,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Dong Fan,53.0,China,Zhuhai,Healthcare,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Bulent Eczacibasi,73.0,Turkey,Istanbul,Diversified,False,U,M,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
1575,1900,Faruk Eczacibasi,68.0,Turkey,Istanbul,Diversified,False,U,M,77.4,23.9,93.2,"$754,411,708,203 ",42.3,83429615.0
1575,1900,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,Diversified,True,U,M,76.5,90.0,109.7,"$449,663,446,954 ",106.3,44938712.0
1575,1900,Guo Zhenyu & family,59.0,China,Kunming,Fashion & Retail,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Surjit Kumar Gupta,81.0,India,Delhi,Manufacturing,False,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1575,1900,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Diversified,False,D,F,83.6,59.6,105.2,"$703,082,435,360 ",28.8,8574832.0
1575,1900,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,Finance & Investments,True,E,M,75.0,40.2,105.8,"$1,258,286,717,125 ",55.1,126014024.0
1575,1900,Reid Hoffman,55.0,United States,Palo Alto,Technology,True,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Hu Rongda & family,64.0,China,Jinhua,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Real Estate,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Scott Kapnick,64.0,United States,Naples,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Richard Kayne,77.0,United States,Santa Monica,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Dominika Kulczyk,45.0,United Kingdom,London,Finance & Investments,False,U,F,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1575,1900,Edward Lampert,60.0,United States,Miami Beach,Finance & Investments,True,U,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,James Leprino,85.0,United States,Indian Hills,Food & Beverage,False,D,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,David Lichtenstein,61.0,United States,Monsey,Real Estate,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Lin Dingqiang & family,56.0,China,Beijing,Real Estate,True,E,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Sarah MacMillan,69.0,United States,Los Angeles,Food & Beverage,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,True,D,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1575,1900,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Technology,True,U,M,81.3,60.0,101.2,"$2,827,113,184,696 ",30.6,66834405.0
1575,1900,Kentaro Ogawa,74.0,Japan,Tokyo,Food & Beverage,True,U,M,84.2,63.2,98.8,"$5,081,769,542,380 ",46.7,126226568.0
1575,1900,Ajay Parekh,65.0,India,Mumbai,Manufacturing,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1575,1900,Narendrakumar Parekh,84.0,India,Mumbai,Manufacturing,False,D,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1575,1900,Jennifer Pritzker,72.0,United States,Chicago,Finance & Investments,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,G. Rajendran,80.0,India,Chennai,Fashion & Retail,True,U,M,69.4,28.1,113.0,"$2,611,000,000,000 ",49.7,1366417754.0
1575,1900,Ren Jianhua,66.0,China,Hangzhou,Manufacturing,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Larry Robbins,53.0,United States,Alpine,Finance & Investments,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Dwight Schar,81.0,United States,Palm Beach,Construction & Engineering,True,E,M,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Qinxiang Shao,68.0,China,Hangzhou,Manufacturing,True,U,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Hua Shen,60.0,China,Jiaxing,Technology,True,D,M,77.0,50.6,100.2,"$19,910,000,000,000 ",59.2,1397715000.0
1575,1900,Peter Sondakh,73.0,Indonesia,Surabaya,Finance & Investments,True,D,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
1575,1900,Lucy Stitzer,63.0,United States,Greenwich,Food & Beverage,False,D,F,78.5,88.2,101.8,"$21,427,700,000,000 ",36.6,328239523.0
1575,1900,Elizabeth Sy,70.0,Philippines,Manila,Diversified,False,D,F,71.1,35.5,107.5,"$376,795,508,680 ",43.1,108116615.0
1575,1900,Hermanto Tanoko,60.0,Indonesia,Surabaya,Manufacturing,False,Split Family Fortune,M,71.5,36.3,106.4,"$1,119,190,780,753 ",30.1,270203917.0
